GameID,FileName,Extension,Platform,Genre,Description,Compatibility,Size,DownloadLink,CoverArtLink
PSX-6453F643,Gunpey,CHD,Sony PlayStation 1,General,Gunpey.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",4.77 MB,https://archive.org/download/ps1-rip-chd-ck/Gunpey.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Gunpey.png
PSX-FC8F933E,Gunship,CHD,Sony PlayStation 1,General,Gunship.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",7.36 MB,https://archive.org/download/ps1-rip-chd-ck/Gunship.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Gunship.png
PSX-A8DE1207,Hard Boiled,CHD,Sony PlayStation 1,General,Hard Boiled.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",4.74 MB,https://archive.org/download/ps1-rip-chd-ck/Hard Boiled.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Hard%20Boiled.png
PSX-94CBECE1,Hardball 5,CHD,Sony PlayStation 1,General,Hardball 5.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",10.96 MB,https://archive.org/download/ps1-rip-chd-ck/Hardball 5.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Hardball%205.png
PSX-124FE2BB,Hardcore 4x4,CHD,Sony PlayStation 1,General,Hardcore 4x4.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",58.12 MB,https://archive.org/download/ps1-rip-chd-ck/Hardcore 4x4.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Hardcore%204x4.png
PSX-C8FAFC34,Harry Potter and the Chamber of Secrets,CHD,Sony PlayStation 1,General,Harry Potter and the Chamber of Secrets.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",393.90 MB,https://archive.org/download/ps1-rip-chd-ck/Harry Potter and the Chamber of Secrets.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Harry%20Potter%20and%20the%20Chamber%20of%20Secrets.png
PSX-D30D3ABC,Harry Potter and the Philosophers Stone,CHD,Sony PlayStation 1,General,Harry Potter and the Philosophers Stone.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",340.33 MB,https://archive.org/download/ps1-rip-chd-ck/Harry Potter and the Philosophers Stone.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Harry%20Potter%20and%20the%20Philosophers%20Stone.png
PSX-DC06C482,Harvest Moon - Back To Nature,CHD,Sony PlayStation 1,General,Harvest Moon - Back To Nature.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",65.15 MB,https://archive.org/download/ps1-rip-chd-ck/Harvest Moon - Back To Nature.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Harvest%20Moon%20-%20Back%20To%20Nature.png
PSX-A789060C,Harvest Moon for Girls - Bokujou Monogatari,CHD,Sony PlayStation 1,General,Harvest Moon for Girls - Bokujou Monogatari.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",88.12 MB,https://archive.org/download/ps1-rip-chd-ck/Harvest Moon for Girls - Bokujou Monogatari.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Harvest%20Moon%20for%20Girls%20-%20Bokujou%20Monogatari.png
PSX-0224CB7D,"Heiwa Otenki Studio, The",CHD,Sony PlayStation 1,General,"Heiwa Otenki Studio, The.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.","Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",6.63 MB,"https://archive.org/download/ps1-rip-chd-ck/Heiwa Otenki Studio, The.chd",https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Heiwa%20Otenki%20Studio%2C%20The.png
PSX-7CAC0EDD,Hell Night - Dark Messiah,CHD,Sony PlayStation 1,General,Hell Night - Dark Messiah.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",24.68 MB,https://archive.org/download/ps1-rip-chd-ck/Hell Night - Dark Messiah.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Hell%20Night%20-%20Dark%20Messiah.png
PSX-BB8FEFAB,Hellboy - Asylum Seeker,CHD,Sony PlayStation 1,General,Hellboy - Asylum Seeker.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",72.13 MB,https://archive.org/download/ps1-rip-chd-ck/Hellboy - Asylum Seeker.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Hellboy%20-%20Asylum%20Seeker.png
PSX-9AEEBEEA,Hello Kitty - Cube Frenzy,CHD,Sony PlayStation 1,General,Hello Kitty - Cube Frenzy.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",18.60 MB,https://archive.org/download/ps1-rip-chd-ck/Hello Kitty - Cube Frenzy.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Hello%20Kitty%20-%20Cube%20Frenzy.png
PSX-D742A8A3,Hercs Adventures,CHD,Sony PlayStation 1,General,Hercs Adventures.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",70.34 MB,https://archive.org/download/ps1-rip-chd-ck/Hercs Adventures.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Hercs%20Adventures.png
PSX-C3DDBD3C,Hercules - Action Game,CHD,Sony PlayStation 1,Action,"Hercules - Action Game.chd is an engaging Action game released for the Sony PlayStation 1. This title offers a unique experience within the action genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",23.72 MB,https://archive.org/download/ps1-rip-chd-ck/Hercules - Action Game.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Hercules%20-%20Action%20Game.png
PSX-AA05C6A4,Hermie Hopperhead,CHD,Sony PlayStation 1,General,Hermie Hopperhead.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",75.37 MB,https://archive.org/download/ps1-rip-chd-ck/Hermie Hopperhead.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Hermie%20Hopperhead.png
PSX-1B8BE5B4,Hermit Games Collection,CHD,Sony PlayStation 1,General,Hermit Games Collection.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",857.79 KB,https://archive.org/download/ps1-rip-chd-ck/Hermit Games Collection.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Hermit%20Games%20Collection.png
PSX-08EC4F03,Hexen,CHD,Sony PlayStation 1,General,Hexen.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",16.28 MB,https://archive.org/download/ps1-rip-chd-ck/Hexen.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Hexen.png
PSX-8C4F7BF2,Hi-Octane - The Track Fights Back,CHD,Sony PlayStation 1,General,Hi-Octane - The Track Fights Back.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",1.27 MB,https://archive.org/download/ps1-rip-chd-ck/Hi-Octane - The Track Fights Back.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Hi-Octane%20-%20The%20Track%20Fights%20Back.png
PSX-07CE0068,Hidden Dangerous,CHD,Sony PlayStation 1,General,Hidden Dangerous.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",45.14 MB,https://archive.org/download/ps1-rip-chd-ck/Hidden Dangerous.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Hidden%20Dangerous.png
PSX-737FD927,High Brown Gag Pure Shooting - Harmful Park,CHD,Sony PlayStation 1,General,High Brown Gag Pure Shooting - Harmful Park.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",4.21 MB,https://archive.org/download/ps1-rip-chd-ck/High Brown Gag Pure Shooting - Harmful Park.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/High%20Brown%20Gag%20Pure%20Shooting%20-%20Harmful%20Park.png
PSX-76A3C942,Hogs of War,CHD,Sony PlayStation 1,General,Hogs of War.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",35.67 MB,https://archive.org/download/ps1-rip-chd-ck/Hogs of War.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Hogs%20of%20War.png
PSX-7CB8DEB3,Hokuto no Ken - Seiki Matsukyu Seishi Densetsu,CHD,Sony PlayStation 1,General,Hokuto no Ken - Seiki Matsukyu Seishi Densetsu.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",93.61 MB,https://archive.org/download/ps1-rip-chd-ck/Hokuto no Ken - Seiki Matsukyu Seishi Densetsu.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Hokuto%20no%20Ken%20-%20Seiki%20Matsukyu%20Seishi%20Densetsu.png
PSX-6DDBD079,Hooters Road T,CHD,Sony PlayStation 1,General,Hooters Road Trip.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",5.79 MB,https://archive.org/download/ps1-rip-chd-ck/Hooters Road Trip.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Hooters%20Road%20T.png
PSX-1D3BC886,Hoshigami - Running Blue Earth,CHD,Sony PlayStation 1,General,Hoshigami - Running Blue Earth.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",161.41 MB,https://archive.org/download/ps1-rip-chd-ck/Hoshigami - Running Blue Earth.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Hoshigami%20-%20Running%20Blue%20Earth.png
PSX-67EB6D64,Hot Shot,CHD,Sony PlayStation 1,General,Hot Shot.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",8.72 MB,https://archive.org/download/ps1-rip-chd-ck/Hot Shot.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Hot%20Shot.png
PSX-48D5CD8D,Hot Shots Golf,CHD,Sony PlayStation 1,General,Hot Shots Golf.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",19.72 MB,https://archive.org/download/ps1-rip-chd-ck/Hot Shots Golf.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Hot%20Shots%20Golf.png
PSX-1980BE58,Hot Wheels - Extreme Racing,CHD,Sony PlayStation 1,Racing,"Hot Wheels - Extreme Racing.chd is an engaging Racing game released for the Sony PlayStation 1. This title offers a unique experience within the racing genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",16.99 MB,https://archive.org/download/ps1-rip-chd-ck/Hot Wheels - Extreme Racing.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Hot%20Wheels%20-%20Extreme%20Racing.png
PSX-6AE7AF68,Hot Wheels - Turbo Racing,CHD,Sony PlayStation 1,Racing,"Hot Wheels - Turbo Racing.chd is an engaging Racing game released for the Sony PlayStation 1. This title offers a unique experience within the racing genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",38.06 MB,https://archive.org/download/ps1-rip-chd-ck/Hot Wheels - Turbo Racing.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Hot%20Wheels%20-%20Turbo%20Racing.png
PSX-D9D8A1CC,Hugo 1 - Frog Fighter,CHD,Sony PlayStation 1,General,Hugo 1 - Frog Fighter.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",8.61 MB,https://archive.org/download/ps1-rip-chd-ck/Hugo 1 - Frog Fighter.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Hugo%201%20-%20Frog%20Fighter.png
PSX-2FBECDF6,Hugo 2 - The Evil Mirror,CHD,Sony PlayStation 1,General,Hugo 2 - The Evil Mirror.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",33.17 MB,https://archive.org/download/ps1-rip-chd-ck/Hugo 2 - The Evil Mirror.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Hugo%202%20-%20The%20Evil%20Mirror.png
PSX-F24EC78A,Hugo 3 - The Quest for the Sunstones,CHD,Sony PlayStation 1,General,Hugo 3 - The Quest for the Sunstones.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",60.80 MB,https://archive.org/download/ps1-rip-chd-ck/Hugo 3 - The Quest for the Sunstones.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Hugo%203%20-%20The%20Quest%20for%20the%20Sunstones.png
PSX-4CA41B49,Hugo 4 - Black Diamond Fever,CHD,Sony PlayStation 1,General,Hugo 4 - Black Diamond Fever.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",66.83 MB,https://archive.org/download/ps1-rip-chd-ck/Hugo 4 - Black Diamond Fever.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Hugo%204%20-%20Black%20Diamond%20Fever.png
PSX-96D9561F,"Hunter, The",CHD,Sony PlayStation 1,General,"Hunter, The.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.","Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",2.82 MB,"https://archive.org/download/ps1-rip-chd-ck/Hunter, The.chd",https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Hunter%2C%20The.png
PSX-91B51522,Hyakujuu Sentai Gaoranger,CHD,Sony PlayStation 1,General,Hyakujuu Sentai Gaoranger.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",27.43 MB,https://archive.org/download/ps1-rip-chd-ck/Hyakujuu Sentai Gaoranger.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Hyakujuu%20Sentai%20Gaoranger.png
PSX-C18EE81B,Hybrid,CHD,Sony PlayStation 1,General,Hybrid.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",193.90 MB,https://archive.org/download/ps1-rip-chd-ck/Hybrid.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Hybrid.png
PSX-228CD932,Hydro Thunder,CHD,Sony PlayStation 1,General,Hydro Thunder.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",26.58 MB,https://archive.org/download/ps1-rip-chd-ck/Hydro Thunder.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Hydro%20Thunder.png
PSX-23843263,IHRA Drag Racing,CHD,Sony PlayStation 1,Racing,"IHRA Drag Racing.chd is an engaging Racing game released for the Sony PlayStation 1. This title offers a unique experience within the racing genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",3.69 MB,https://archive.org/download/ps1-rip-chd-ck/IHRA Drag Racing.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/IHRA%20Drag%20Racing.png
PSX-E5E41A78,IS - Internal Section,CHD,Sony PlayStation 1,General,IS - Internal Section.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",163.76 MB,https://archive.org/download/ps1-rip-chd-ck/IS - Internal Section.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/IS%20-%20Internal%20Section.png
PSX-11F314D6,ISS Pro 98,CHD,Sony PlayStation 1,General,ISS Pro 98.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",18.19 MB,https://archive.org/download/ps1-rip-chd-ck/ISS Pro 98.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/ISS%20Pro%2098.png
PSX-E5130074,Image Fight and X-Multiply,CHD,Sony PlayStation 1,General,Image Fight and X-Multiply [Arcade Gears].chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",12.29 MB,https://archive.org/download/ps1-rip-chd-ck/Image Fight and X-Multiply [Arcade Gears].chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Image%20Fight%20and%20X-Multiply.png
PSX-4AAC43CC,Impact Racing,CHD,Sony PlayStation 1,Racing,"Impact Racing.chd is an engaging Racing game released for the Sony PlayStation 1. This title offers a unique experience within the racing genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",10.15 MB,https://archive.org/download/ps1-rip-chd-ck/Impact Racing.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Impact%20Racing.png
PSX-A6C6F66E,In Cold Blood,CHD,Sony PlayStation 1,General,In Cold Blood [Disc 1].chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",92.24 MB,https://archive.org/download/ps1-rip-chd-ck/In Cold Blood [Disc 1].chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/In%20Cold%20Blood.png
PSX-C2F1289B,In Cold Blood,CHD,Sony PlayStation 1,General,In Cold Blood [Disc 2].chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",172.19 MB,https://archive.org/download/ps1-rip-chd-ck/In Cold Blood [Disc 2].chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/In%20Cold%20Blood.png
PSX-4C2998B1,In The Hunt,CHD,Sony PlayStation 1,General,In The Hunt.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",6.45 MB,https://archive.org/download/ps1-rip-chd-ck/In The Hunt.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/In%20The%20Hunt.png
PSX-35354C70,Incredible Crisis,CHD,Sony PlayStation 1,General,Incredible Crisis.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",18.30 MB,https://archive.org/download/ps1-rip-chd-ck/Incredible Crisis.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Incredible%20Crisis.png
PSX-A0D7744D,Incredible Hulk - The Pantheon Saga,CHD,Sony PlayStation 1,General,Incredible Hulk - The Pantheon Saga.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",11.87 MB,https://archive.org/download/ps1-rip-chd-ck/Incredible Hulk - The Pantheon Saga.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Incredible%20Hulk%20-%20The%20Pantheon%20Saga.png
PSX-A5D528A3,Incredible Toons - Arthur to Astaroth - Nazo-Makai-Mura,CHD,Sony PlayStation 1,General,Incredible Toons - Arthur to Astaroth - Nazo-Makai-Mura.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",5.24 MB,https://archive.org/download/ps1-rip-chd-ck/Incredible Toons - Arthur to Astaroth - Nazo-Makai-Mura.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Incredible%20Toons%20-%20Arthur%20to%20Astaroth%20-%20Nazo-Makai-Mura.png
PSX-E57AF6BC,Independence Day,CHD,Sony PlayStation 1,General,Independence Day.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",6.07 MB,https://archive.org/download/ps1-rip-chd-ck/Independence Day.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Independence%20Day.png
PSX-0DB1AACC,Infestation,CHD,Sony PlayStation 1,General,Infestation.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",6.59 MB,https://archive.org/download/ps1-rip-chd-ck/Infestation.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Infestation.png
PSX-63F25491,Intelligent Qube,CHD,Sony PlayStation 1,General,Intelligent Qube.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",1.83 MB,https://archive.org/download/ps1-rip-chd-ck/Intelligent Qube.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Intelligent%20Qube.png
PSX-08184093,Intellivision Classic Games,CHD,Sony PlayStation 1,General,Intellivision Classic Games.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",7.58 MB,https://archive.org/download/ps1-rip-chd-ck/Intellivision Classic Games.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Intellivision%20Classic%20Games.png
PSX-80A98B19,International Cricket Captain,CHD,Sony PlayStation 1,General,International Cricket Captain.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",81.36 MB,https://archive.org/download/ps1-rip-chd-ck/International Cricket Captain.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/International%20Cricket%20Captain.png
PSX-842F8E88,International Karate Plus,CHD,Sony PlayStation 1,General,International Karate Plus.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",253.72 KB,https://archive.org/download/ps1-rip-chd-ck/International Karate Plus.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/International%20Karate%20Plus.png
