GameID,FileName,Extension,Platform,Genre,Rating,Votes,Description,Compatibility,Size,DownloadLink,CoverArtLink
DOS-30D58D80,Advanced Tactical Air Command,ZIP,DOS,General,6.5/10,"2,089",Advanced Tactical Air Command is a classic title for the DOS. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",18.06 KB,https://archive.org/download/total-dos-collection-a/Advanced Tactical Air Command (1992)(MicroProse Ltd.) [Sound Setup Utility].zip,https://thumbnails.libretro.com/DOS/Named_Boxarts/Advanced%20Tactical%20Air%20Command.png
DOS-7E88DBE8,Advanced Xoru v5.07,ZIP,DOS,"Adventure, RPG, Role-Playing, Interactive Fiction",6.2/10,"1,055","Advanced Xoru v5.07 [SW] is an engaging Adventure, RPG, Role-Playing, Interactive Fiction game released for the DOS. This title offers a unique experience within the adventure, rpg, role-playing, interactive fiction genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",104.29 KB,"https://archive.org/download/total-dos-collection-a/Advanced Xoru v5.07 [SW] (1989)(Castle Technologies Company) [Adventure, Role-Playing (RPG), Interactive Fiction].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Advanced%20Xoru%20v5.07.png
DOS-680D188E,Advanced Xoru v5.83,ZIP,DOS,"Adventure, RPG, Role-Playing, Interactive Fiction",8.3/10,"2,396","Advanced Xoru v5.83 [SW] is an engaging Adventure, RPG, Role-Playing, Interactive Fiction game released for the DOS. This title offers a unique experience within the adventure, rpg, role-playing, interactive fiction genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",105.21 KB,"https://archive.org/download/total-dos-collection-a/Advanced Xoru v5.83 [SW] (1991)(Castle Technologies Company) [Adventure, Role-Playing (RPG), Interactive Fiction].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Advanced%20Xoru%20v5.83.png
DOS-A62BF689,Advanced Xoru v5.94,ZIP,DOS,"Adventure, RPG, Role-Playing, Interactive Fiction",7.4/10,439,"Advanced Xoru v5.94 [SWR] is an engaging Adventure, RPG, Role-Playing, Interactive Fiction game released for the DOS. This title offers a unique experience within the adventure, rpg, role-playing, interactive fiction genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",131.99 KB,"https://archive.org/download/total-dos-collection-a/Advanced Xoru v5.94 [SWR] (1991)(Castle Technologies Company) [Adventure, Role-Playing (RPG), Interactive Fiction].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Advanced%20Xoru%20v5.94.png
DOS-988C4B8F,Advanced Xoru v5.94,ZIP,DOS,"Adventure, RPG, Role-Playing, Interactive Fiction",8.0/10,"4,471","Advanced Xoru v5.94 [SW] is an engaging Adventure, RPG, Role-Playing, Interactive Fiction game released for the DOS. This title offers a unique experience within the adventure, rpg, role-playing, interactive fiction genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",104.61 KB,"https://archive.org/download/total-dos-collection-a/Advanced Xoru v5.94 [SW] (1991)(Castle Technologies Company) [Adventure, Role-Playing (RPG), Interactive Fiction].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Advanced%20Xoru%20v5.94.png
DOS-859C444B,Advantage Tennis,ZIP,DOS,General,6.7/10,"3,155",Advantage Tennis is a classic title for the DOS. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",1.30 KB,https://archive.org/download/total-dos-collection-a/Advantage Tennis (En)(De)(Fr) (1991)(Infogrames) [Codes].zip,https://thumbnails.libretro.com/DOS/Named_Boxarts/Advantage%20Tennis.png
DOS-8592D3F4,Advantage Tennis,ZIP,DOS,Sports,7.4/10,"2,090","Advantage Tennis is an engaging Sports game released for the DOS. This title offers a unique experience within the sports genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",776.25 KB,https://archive.org/download/total-dos-collection-a/Advantage Tennis (En)(De)(Fr) (1991)(Infogrames) [Sports].zip,https://thumbnails.libretro.com/DOS/Named_Boxarts/Advantage%20Tennis.png
DOS-2CF612D6,Advantage Tennis,ZIP,DOS,Sports,6.3/10,301,"Advantage Tennis is an engaging Sports game released for the DOS. This title offers a unique experience within the sports genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",709.78 KB,https://archive.org/download/total-dos-collection-a/Advantage Tennis (En)(De)(Fr) [b1] (1991)(Infogrames) [Sports].zip,https://thumbnails.libretro.com/DOS/Named_Boxarts/Advantage%20Tennis.png
DOS-03472FC9,Adventure,ZIP,DOS,"Adventure, Interactive Fiction",7.8/10,"4,470","Adventure is an engaging Adventure, Interactive Fiction game released for the DOS. This title offers a unique experience within the adventure, interactive fiction genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",76.65 KB,"https://archive.org/download/total-dos-collection-a/Adventure (1987)(Willie Crowther, Kevin B. Black) [Adventure, Interactive Fiction].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Adventure.png
DOS-DA44E90F,Adventure,ZIP,DOS,"Adventure, Interactive Fiction",8.0/10,"1,182","Adventure is an engaging Adventure, Interactive Fiction game released for the DOS. This title offers a unique experience within the adventure, interactive fiction genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",220.42 KB,"https://archive.org/download/total-dos-collection-a/Adventure (1992)(Ken Plotkin, Kent Blackett) [Adventure, Interactive Fiction].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Adventure.png
DOS-F13DA612,Adventure,ZIP,DOS,Adventure,8.6/10,193,"Adventure is an engaging Adventure game released for the DOS. This title offers a unique experience within the adventure genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",125.83 KB,"https://archive.org/download/total-dos-collection-a/Adventure (350 point) (1990)(Willie Crowther, Don Woods, Don Ekman) [Adventure].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Adventure.png
DOS-7FE16B94,Adventure,ZIP,DOS,"Adventure, Interactive Fiction",8.6/10,"1,642","Adventure is an engaging Adventure, Interactive Fiction game released for the DOS. This title offers a unique experience within the adventure, interactive fiction genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",34.56 KB,"https://archive.org/download/total-dos-collection-a/Adventure (De) (1996)(Mr Creosote) [Adventure, Interactive Fiction].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Adventure.png
DOS-1200096E,Adventure,ZIP,DOS,"Adventure, Interactive Fiction",7.6/10,"3,984","Adventure is an engaging Adventure, Interactive Fiction game released for the DOS. This title offers a unique experience within the adventure, interactive fiction genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",190.43 KB,"https://archive.org/download/total-dos-collection-a/Adventure (demo) [FW] (1998)(Dominick Aguilar) [Adventure, Interactive Fiction].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Adventure.png
DOS-950A459E,Adventure 1,ZIP,DOS,"Adventure, Interactive Fiction",8.1/10,"2,005","Adventure 1 is an engaging Adventure, Interactive Fiction game released for the DOS. This title offers a unique experience within the adventure, interactive fiction genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",55.87 KB,"https://archive.org/download/total-dos-collection-a/Adventure 1 (1984)(PC-SIG) [Adventure, Interactive Fiction].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Adventure%201.png
DOS-769A5E82,Adventure Book,ZIP,DOS,"Adventure, Interactive Fiction",7.3/10,"1,157","Adventure Book is an engaging Adventure, Interactive Fiction game released for the DOS. This title offers a unique experience within the adventure, interactive fiction genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",281.26 KB,"https://archive.org/download/total-dos-collection-a/Adventure Book (included games) (2001)(Jon Ingold) [Adventure, Interactive Fiction, Compilation].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Adventure%20Book.png
DOS-03B8B80F,Adventure Castle,ZIP,DOS,"Adventure, Interactive Fiction",7.2/10,"3,660","Adventure Castle is an engaging Adventure, Interactive Fiction game released for the DOS. This title offers a unique experience within the adventure, interactive fiction genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",58.84 KB,"https://archive.org/download/total-dos-collection-a/Adventure Castle (2001)(Dave Dunfield) [Adventure, Interactive Fiction].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Adventure%20Castle.png
DOS-AD4B41D4,Adventure Castle,ZIP,DOS,"Adventure, Interactive Fiction",6.2/10,"4,769","Adventure Castle [FW] is an engaging Adventure, Interactive Fiction game released for the DOS. This title offers a unique experience within the adventure, interactive fiction genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",44.67 KB,"https://archive.org/download/total-dos-collection-a/Adventure Castle [FW] (2003)(Dave Dunfield) [Adventure, Interactive Fiction].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Adventure%20Castle.png
DOS-816F8683,Adventure Castle,ZIP,DOS,Adventure,8.5/10,"3,898","Adventure Castle [FW] is an engaging Adventure game released for the DOS. This title offers a unique experience within the adventure genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",47.02 KB,https://archive.org/download/total-dos-collection-a/Adventure Castle [FW] (2003)(Dave Dunfield) [Source].zip,https://thumbnails.libretro.com/DOS/Named_Boxarts/Adventure%20Castle.png
DOS-D2B88A1D,"Adventure Collection, The",ZIP,DOS,Interactive Fiction,6.7/10,"2,274","Adventure Collection, The is an engaging Interactive Fiction game released for the DOS. This title offers a unique experience within the interactive fiction genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",923.03 KB,"https://archive.org/download/total-dos-collection-a/Adventure Collection, The (Installer) (1995)(Activision, Inc.) [Interactive Fiction, Compilation].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Adventure%20Collection%2C%20The.png
DOS-501197EF,Adventure Compiler-Interpreter,ZIP,DOS,Interactive Fiction,9.4/10,"1,313","Adventure Compiler-Interpreter is an engaging Interactive Fiction game released for the DOS. This title offers a unique experience within the interactive fiction genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",65.44 KB,"https://archive.org/download/total-dos-collection-a/Adventure Compiler-Interpreter (1983)(Peter F. Levy) [Interactive Fiction, Editor].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Adventure%20Compiler-Interpreter.png
DOS-36D530C6,Adventure Fun-Pak,ZIP,DOS,Adventure,8.7/10,"1,068","Adventure Fun-Pak is an engaging Adventure game released for the DOS. This title offers a unique experience within the adventure genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",133.33 KB,"https://archive.org/download/total-dos-collection-a/Adventure Fun-Pak (1989)(Apogee Software, Ltd.) [Compilation].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Adventure%20Fun-Pak.png
DOS-360FD1DD,Adventure Fun-Pak,ZIP,DOS,Adventure,7.9/10,"2,694","Adventure Fun-Pak [a1] is an engaging Adventure game released for the DOS. This title offers a unique experience within the adventure genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",133.28 KB,"https://archive.org/download/total-dos-collection-a/Adventure Fun-Pak [a1] (1989)(Apogee Software, Ltd.) [Compilation].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Adventure%20Fun-Pak.png
DOS-BC5DC0D6,Adventure Game Toolkit v1.3,ZIP,DOS,"Adventure, Interactive Fiction",9.3/10,"3,374","Adventure Game Toolkit v1.3 [SW] is an engaging Adventure, Interactive Fiction game released for the DOS. This title offers a unique experience within the adventure, interactive fiction genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",370.38 KB,"https://archive.org/download/total-dos-collection-a/Adventure Game Toolkit v1.3 [SW] (1989)(Softworks) [Adventure, Interactive Fiction, Editor].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Adventure%20Game%20Toolkit%20v1.3.png
DOS-25F12967,Adventure Game Toolkit v1.5,ZIP,DOS,"Adventure, Interactive Fiction",7.2/10,624,"Adventure Game Toolkit v1.5 [SW] is an engaging Adventure, Interactive Fiction game released for the DOS. This title offers a unique experience within the adventure, interactive fiction genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",281.12 KB,"https://archive.org/download/total-dos-collection-a/Adventure Game Toolkit v1.5 [SW] (1993)(Softworks) [Adventure, Interactive Fiction, Editor].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Adventure%20Game%20Toolkit%20v1.5.png
DOS-6AF4D55C,Adventure Game Toolkit v1.7,ZIP,DOS,"Adventure, Interactive Fiction",7.8/10,"4,641","Adventure Game Toolkit v1.7 [SW] is an engaging Adventure, Interactive Fiction game released for the DOS. This title offers a unique experience within the adventure, interactive fiction genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",274.82 KB,"https://archive.org/download/total-dos-collection-a/Adventure Game Toolkit v1.7 [SW] (1994)(Softworks) [Adventure, Interactive Fiction, Editor].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Adventure%20Game%20Toolkit%20v1.7.png
DOS-B03F015D,Adventure Game Toolkit v1.7,ZIP,DOS,Adventure,8.4/10,"2,315","Adventure Game Toolkit v1.7 [SW] is an engaging Adventure game released for the DOS. This title offers a unique experience within the adventure genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",234.59 KB,https://archive.org/download/total-dos-collection-a/Adventure Game Toolkit v1.7 [SW] (1994)(Softworks) [Source].zip,https://thumbnails.libretro.com/DOS/Named_Boxarts/Adventure%20Game%20Toolkit%20v1.7.png
DOS-C699FD35,Adventure Games,ZIP,DOS,Adventure,8.0/10,"4,099","Adventure Games is an engaging Adventure game released for the DOS. This title offers a unique experience within the adventure genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",172.91 KB,"https://archive.org/download/total-dos-collection-a/Adventure Games (1986)(Public Brand Software) [Adventure, Compilation].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Adventure%20Games.png
DOS-A4E2564E,Adventure II restored,ZIP,DOS,"Adventure, Interactive Fiction",6.3/10,"4,562","Adventure II restored is an engaging Adventure, Interactive Fiction game released for the DOS. This title offers a unique experience within the adventure, interactive fiction genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",139.50 KB,"https://archive.org/download/total-dos-collection-a/Adventure II restored (2001)(Mike Arnautov) [Adventure, Interactive Fiction].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Adventure%20II%20restored.png
DOS-AE0191E2,Adventure Math,ZIP,DOS,"Adventure, Educational",7.3/10,"4,997","Adventure Math [SW] is an engaging Adventure, Educational game released for the DOS. This title offers a unique experience within the adventure, educational genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",344.82 KB,"https://archive.org/download/total-dos-collection-a/Adventure Math [SW] (1992)(Epic Megagames, Inc.) [Educational].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Adventure%20Math.png
DOS-F15FDCA5,Adventure Quest IV - Adventure Games v1.1,ZIP,DOS,Adventure,7.6/10,"2,315","Adventure Quest IV - Adventure Games v1.1 is an engaging Adventure game released for the DOS. This title offers a unique experience within the adventure genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",174.77 KB,"https://archive.org/download/total-dos-collection-a/Adventure Quest IV - Adventure Games v1.1 (1988)(Keypunch Software, Inc.) [Adventure, Compilation].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Adventure%20Quest%20IV%20-%20Adventure%20Games%20v1.1.png
DOS-91F4A46A,Adventure Quest IV - Strategy Games v1.1,ZIP,DOS,Strategy,6.7/10,463,"Adventure Quest IV - Strategy Games v1.1 is an engaging Strategy game released for the DOS. This title offers a unique experience within the strategy genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",179.95 KB,"https://archive.org/download/total-dos-collection-a/Adventure Quest IV - Strategy Games v1.1 (1988)(Keypunch Software, Inc.) [Strategy, Compilation].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Adventure%20Quest%20IV%20-%20Strategy%20Games%20v1.1.png
DOS-94A03CC1,Adventure XT,ZIP,DOS,"Adventure, Interactive Fiction",9.3/10,"2,222","Adventure XT is an engaging Adventure, Interactive Fiction game released for the DOS. This title offers a unique experience within the adventure, interactive fiction genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",45.01 KB,"https://archive.org/download/total-dos-collection-a/Adventure XT (2007)(Paul Allen Panks) [Adventure, Interactive Fiction].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Adventure%20XT.png
DOS-3EFBF583,"Adventure at Het Rhedens Lyceum, The",ZIP,DOS,"Adventure, Interactive Fiction",7.1/10,"4,528","Adventure at Het Rhedens Lyceum, The is an engaging Adventure, Interactive Fiction game released for the DOS. This title offers a unique experience within the adventure, interactive fiction genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",141.89 KB,"https://archive.org/download/total-dos-collection-a/Adventure at Het Rhedens Lyceum, The (Nl) (1989)(Bert Schutte) [Adventure, Interactive Fiction].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Adventure%20at%20Het%20Rhedens%20Lyceum%2C%20The.png
DOS-F89EBA3F,Adventure in C,ZIP,DOS,"Adventure, Interactive Fiction",6.9/10,"2,228","Adventure in C is an engaging Adventure, Interactive Fiction game released for the DOS. This title offers a unique experience within the adventure, interactive fiction genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",127.47 KB,"https://archive.org/download/total-dos-collection-a/Adventure in C (1990)(Bob Withers) [Adventure, Interactive Fiction].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Adventure%20in%20C.png
DOS-0C888A1A,Adventure in Humongous Cave,ZIP,DOS,Interactive Fiction,8.5/10,"1,241","Adventure in Humongous Cave is an engaging Interactive Fiction game released for the DOS. This title offers a unique experience within the interactive fiction genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",328.28 KB,https://archive.org/download/total-dos-collection-a/Adventure in Humongous Cave (1993)(David Malmberg) [Interactive Fiction].zip,https://thumbnails.libretro.com/DOS/Named_Boxarts/Adventure%20in%20Humongous%20Cave.png
DOS-B5A1632F,Adventure in Humongous Cave v2.0,ZIP,DOS,"Adventure, Interactive Fiction",6.6/10,"4,815","Adventure in Humongous Cave v2.0 is an engaging Adventure, Interactive Fiction game released for the DOS. This title offers a unique experience within the adventure, interactive fiction genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",423.26 KB,"https://archive.org/download/total-dos-collection-a/Adventure in Humongous Cave v2.0 (1993)(David Malmberg) [Adventure, Interactive Fiction].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Adventure%20in%20Humongous%20Cave%20v2.0.png
DOS-F71E981E,Adventure in Humongous Cave v2.0,ZIP,DOS,Adventure,6.4/10,"3,784","Adventure in Humongous Cave v2.0 is an engaging Adventure game released for the DOS. This title offers a unique experience within the adventure genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",142.04 KB,https://archive.org/download/total-dos-collection-a/Adventure in Humongous Cave v2.0 (1993)(David Malmberg) [Source].zip,https://thumbnails.libretro.com/DOS/Named_Boxarts/Adventure%20in%20Humongous%20Cave%20v2.0.png
DOS-B9DC661D,Adventure in Serenia,ZIP,DOS,"Adventure, Interactive Fiction",9.1/10,"1,710","Adventure in Serenia [DC] is an engaging Adventure, Interactive Fiction game released for the DOS. This title offers a unique experience within the adventure, interactive fiction genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",66.87 KB,"https://archive.org/download/total-dos-collection-a/Adventure in Serenia [DC] (1982)(IBM) [Adventure, Interactive Fiction].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Adventure%20in%20Serenia.png
DOS-008359D1,Adventure in the Dragon's Lair v2.00,ZIP,DOS,"Adventure, Interactive Fiction",8.4/10,"4,962","Adventure in the Dragon's Lair v2.00 [SW] is an engaging Adventure, Interactive Fiction game released for the DOS. This title offers a unique experience within the adventure, interactive fiction genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",24.47 KB,"https://archive.org/download/total-dos-collection-a/Adventure in the Dragon's Lair v2.00 [SW] (1988)(Kevin L. Shelton) [Adventure, Interactive Fiction].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Adventure%20in%20the%20Dragon%27s%20Lair%20v2.00.png
DOS-30C26C54,Adventure in the Magic Land,ZIP,DOS,Adventure,6.1/10,"1,099","Adventure in the Magic Land [SW] is an engaging Adventure game released for the DOS. This title offers a unique experience within the adventure genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",27.58 KB,https://archive.org/download/total-dos-collection-a/Adventure in the Magic Land [SW] (1989)(Kevin L. Shelton) [Adventure].zip,https://thumbnails.libretro.com/DOS/Named_Boxarts/Adventure%20in%20the%20Magic%20Land.png
DOS-C56A5DCD,Adventure of Great Hero Vasya 1 v1.1,ZIP,DOS,"Adventure, Interactive Fiction",7.7/10,417,"Adventure of Great Hero Vasya 1 v1.1 is an engaging Adventure, Interactive Fiction game released for the DOS. This title offers a unique experience within the adventure, interactive fiction genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",29.22 KB,"https://archive.org/download/total-dos-collection-a/Adventure of Great Hero Vasya 1 v1.1 (Ru) (2001)(Elf Dillm) [Adventure, Interactive Fiction].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Adventure%20of%20Great%20Hero%20Vasya%201%20v1.1.png
DOS-91A8BCFE,Adventure of Great Hero Vasya Part 2,ZIP,DOS,"Adventure, Interactive Fiction",9.4/10,"2,314","Adventure of Great Hero Vasya Part 2 is an engaging Adventure, Interactive Fiction game released for the DOS. This title offers a unique experience within the adventure, interactive fiction genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",32.37 KB,"https://archive.org/download/total-dos-collection-a/Adventure of Great Hero Vasya Part 2 (Ru) (2001)(Elf Dillm) [Adventure, Interactive Fiction].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Adventure%20of%20Great%20Hero%20Vasya%20Part%202.png
DOS-E5932D7C,"Adventure of Tipi, The",ZIP,DOS,Action,6.9/10,"4,808","Adventure of Tipi, The is an engaging Action game released for the DOS. This title offers a unique experience within the action genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",1.52 MB,"https://archive.org/download/total-dos-collection-a/Adventure of Tipi, The (1997)(Funsoft) [Action].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Adventure%20of%20Tipi%2C%20The.png
DOS-ACEF86DC,Adventure v1.2,ZIP,DOS,"Adventure, Interactive Fiction",7.5/10,"1,638","Adventure v1.2 is an engaging Adventure, Interactive Fiction game released for the DOS. This title offers a unique experience within the adventure, interactive fiction genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DOSBox or DOSBox-Staging. Compatible with virtually all platforms including PC, Mac, Linux, and Mobile. Very low hardware requirements.",111.87 KB,"https://archive.org/download/total-dos-collection-a/Adventure v1.2 (1993)(Michael Goetz) [Adventure, Interactive Fiction].zip",https://thumbnails.libretro.com/DOS/Named_Boxarts/Adventure%20v1.2.png
