GameID,FileName,Platform,Genre,Description,Compatibility,Size,DownloadLink,CoverArtLink
PS4-A09F6CF2,Play Zone Vol. 20 (Germany).zip,Sony PlayStation 3 / PS4,General,Play Zone Vol. 20 is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,274.89 MB,https://archive.org/download/sony_playstation_part4/Play Zone Vol. 20 (Germany).zip,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Play%20Zone%20Vol.%2020.png
PS4-57ED6465,Play Zone Vol. 21 (Germany).zip,Sony PlayStation 3 / PS4,General,Play Zone Vol. 21 is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,473.54 MB,https://archive.org/download/sony_playstation_part4/Play Zone Vol. 21 (Germany).zip,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Play%20Zone%20Vol.%2021.png
PS4-3BFCF4FA,Play Zone Vol. 22 (Germany).zip,Sony PlayStation 3 / PS4,General,Play Zone Vol. 22 is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,362.84 MB,https://archive.org/download/sony_playstation_part4/Play Zone Vol. 22 (Germany).zip,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Play%20Zone%20Vol.%2022.png
PS4-5C338DDD,Play Zone Vol. 23 (Germany).zip,Sony PlayStation 3 / PS4,General,Play Zone Vol. 23 is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,411.19 MB,https://archive.org/download/sony_playstation_part4/Play Zone Vol. 23 (Germany).zip,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Play%20Zone%20Vol.%2023.png
PS4-4C4A9EA2,Play Zone Vol. 24 (Germany).zip,Sony PlayStation 3 / PS4,General,Play Zone Vol. 24 is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,451.47 MB,https://archive.org/download/sony_playstation_part4/Play Zone Vol. 24 (Germany).zip,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Play%20Zone%20Vol.%2024.png
PS4-D097EFCB,Play Zone Vol. 25 (Germany).zip,Sony PlayStation 3 / PS4,General,Play Zone Vol. 25 is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,415.35 MB,https://archive.org/download/sony_playstation_part4/Play Zone Vol. 25 (Germany).zip,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Play%20Zone%20Vol.%2025.png
PS4-B1D4E11E,Play de Oboeru Chuugaku Eitango Deruderu 1200 (Japan) (Shotenban).zip,Sony PlayStation 3 / PS4,General,Play de Oboeru Chuugaku Eitango Deruderu 1200 is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,37.85 MB,https://archive.org/download/sony_playstation_part4/Play de Oboeru Chuugaku Eitango Deruderu 1200 (Japan) (Shotenban).zip,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Play%20de%20Oboeru%20Chuugaku%20Eitango%20Deruderu%201200.png
PS4-9746247C,Play de Oboeru Chuugaku Eitango Deruderu 1200 (Japan).zip,Sony PlayStation 3 / PS4,General,Play de Oboeru Chuugaku Eitango Deruderu 1200 is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,37.85 MB,https://archive.org/download/sony_playstation_part4/Play de Oboeru Chuugaku Eitango Deruderu 1200 (Japan).zip,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Play%20de%20Oboeru%20Chuugaku%20Eitango%20Deruderu%201200.png
PS4-50EE9DFE,Play de Oboeru Eijukugo Deruderu 750 (Japan) (Shotenban).zip,Sony PlayStation 3 / PS4,General,Play de Oboeru Eijukugo Deruderu 750 is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,57.59 MB,https://archive.org/download/sony_playstation_part4/Play de Oboeru Eijukugo Deruderu 750 (Japan) (Shotenban).zip,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Play%20de%20Oboeru%20Eijukugo%20Deruderu%20750.png
PS4-B5950C78,Play de Oboeru Eijukugo Deruderu 750 (Japan).zip,Sony PlayStation 3 / PS4,General,Play de Oboeru Eijukugo Deruderu 750 is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,57.59 MB,https://archive.org/download/sony_playstation_part4/Play de Oboeru Eijukugo Deruderu 750 (Japan).zip,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Play%20de%20Oboeru%20Eijukugo%20Deruderu%20750.png
PS4-4F42587E,Play de Oboeru Eitango Deruderu 1700 - Center Shiken Level Taiou (Japan) (Rerelease).zip,Sony PlayStation 3 / PS4,General,Play de Oboeru Eitango Deruderu 1700 - Center Shiken Level Taiou is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,42.54 MB,https://archive.org/download/sony_playstation_part4/Play de Oboeru Eitango Deruderu 1700 - Center Shiken Level Taiou (Japan) (Rerelease).zip,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Play%20de%20Oboeru%20Eitango%20Deruderu%201700%20-%20Center%20Shiken%20Level%20Taiou.png
PS4-3073E8F4,Play de Oboeru Eitango Deruderu 1700 - Center Shiken Level Taiou (Japan) (Shotenban).zip,Sony PlayStation 3 / PS4,General,Play de Oboeru Eitango Deruderu 1700 - Center Shiken Level Taiou is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,42.54 MB,https://archive.org/download/sony_playstation_part4/Play de Oboeru Eitango Deruderu 1700 - Center Shiken Level Taiou (Japan) (Shotenban).zip,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Play%20de%20Oboeru%20Eitango%20Deruderu%201700%20-%20Center%20Shiken%20Level%20Taiou.png
PS4-BB1EFB96,Play de Oboeru Eitango Deruderu 1700 - Center Shiken Level Taiou (Japan).zip,Sony PlayStation 3 / PS4,General,Play de Oboeru Eitango Deruderu 1700 - Center Shiken Level Taiou is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,42.46 MB,https://archive.org/download/sony_playstation_part4/Play de Oboeru Eitango Deruderu 1700 - Center Shiken Level Taiou (Japan).zip,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Play%20de%20Oboeru%20Eitango%20Deruderu%201700%20-%20Center%20Shiken%20Level%20Taiou.png
PS4-01C4E44C,Play de Oboeru Series - Nihonshi Keyword Deruderu 1800 (Japan) (Rerelease).zip,Sony PlayStation 3 / PS4,General,Play de Oboeru Series - Nihonshi Keyword Deruderu 1800 is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,38.94 MB,https://archive.org/download/sony_playstation_part4/Play de Oboeru Series - Nihonshi Keyword Deruderu 1800 (Japan) (Rerelease).zip,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Play%20de%20Oboeru%20Series%20-%20Nihonshi%20Keyword%20Deruderu%201800.png
PS4-B7C1F80C,Play de Oboeru Series - Nihonshi Keyword Deruderu 1800 (Japan) (Shotenban).zip,Sony PlayStation 3 / PS4,General,Play de Oboeru Series - Nihonshi Keyword Deruderu 1800 is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,38.94 MB,https://archive.org/download/sony_playstation_part4/Play de Oboeru Series - Nihonshi Keyword Deruderu 1800 (Japan) (Shotenban).zip,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Play%20de%20Oboeru%20Series%20-%20Nihonshi%20Keyword%20Deruderu%201800.png
PS4-0ABD8F2E,Play de Oboeru Series - Sekaishi Keyword Deruderu 1800 (Japan).zip,Sony PlayStation 3 / PS4,General,Play de Oboeru Series - Sekaishi Keyword Deruderu 1800 is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,39.08 MB,https://archive.org/download/sony_playstation_part4/Play de Oboeru Series - Sekaishi Keyword Deruderu 1800 (Japan).zip,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Play%20de%20Oboeru%20Series%20-%20Sekaishi%20Keyword%20Deruderu%201800.png
PS4-AAB4E4F7,Play de Oboeru Series 6 - Play de Oboeru Kanji Kentei Deruderu 1100 (Japan) (Rev 1).zip,Sony PlayStation 3 / PS4,General,Play de Oboeru Series 6 - Play de Oboeru Kanji Kentei Deruderu 1100 is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,57.91 MB,https://archive.org/download/sony_playstation_part4/Play de Oboeru Series 6 - Play de Oboeru Kanji Kentei Deruderu 1100 (Japan) (Rev 1).zip,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Play%20de%20Oboeru%20Series%206%20-%20Play%20de%20Oboeru%20Kanji%20Kentei%20Deruderu%201100.png
PS4-E45FBDD2,Play de Oboeru Series 6 - Play de Oboeru Kanji Kentei Deruderu 1100 (Japan) (Shotenban).zip,Sony PlayStation 3 / PS4,General,Play de Oboeru Series 6 - Play de Oboeru Kanji Kentei Deruderu 1100 is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,57.89 MB,https://archive.org/download/sony_playstation_part4/Play de Oboeru Series 6 - Play de Oboeru Kanji Kentei Deruderu 1100 (Japan) (Shotenban).zip,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Play%20de%20Oboeru%20Series%206%20-%20Play%20de%20Oboeru%20Kanji%20Kentei%20Deruderu%201100.png
PS4-B880158C,Play de Oboeru Series 6 - Play de Oboeru Kanji Kentei Deruderu 1100 (Japan).zip,Sony PlayStation 3 / PS4,General,Play de Oboeru Series 6 - Play de Oboeru Kanji Kentei Deruderu 1100 is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,57.91 MB,https://archive.org/download/sony_playstation_part4/Play de Oboeru Series 6 - Play de Oboeru Kanji Kentei Deruderu 1100 (Japan).zip,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Play%20de%20Oboeru%20Series%206%20-%20Play%20de%20Oboeru%20Kanji%20Kentei%20Deruderu%201100.png
PS4-E1199A39,Play de Oboeru Series 7 - Play de Oboeru TOEIC Test - Goku Deruderu 1700 (Japan).zip,Sony PlayStation 3 / PS4,General,Play de Oboeru Series 7 - Play de Oboeru TOEIC Test - Goku Deruderu 1700 is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,72.33 MB,https://archive.org/download/sony_playstation_part4/Play de Oboeru Series 7 - Play de Oboeru TOEIC Test - Goku Deruderu 1700 (Japan).zip,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Play%20de%20Oboeru%20Series%207%20-%20Play%20de%20Oboeru%20TOEIC%20Test%20-%20Goku%20Deruderu%201700.png
PS4-C69363E4,Play with the Teletubbies (Europe).zip,Sony PlayStation 3 / PS4,General,Play with the Teletubbies is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,535.15 MB,https://archive.org/download/sony_playstation_part4/Play with the Teletubbies (Europe).zip,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Play%20with%20the%20Teletubbies.png
PS4-2C5FCA42,Play with the Teletubbies (USA).zip,Sony PlayStation 3 / PS4,General,Play with the Teletubbies is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,509.49 MB,https://archive.org/download/sony_playstation_part4/Play with the Teletubbies (USA).zip,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Play%20with%20the%20Teletubbies.png
PS4-1592DCD9,Play! '98 Fuyu Taikenban (Japan) (Green Disc).zip,Sony PlayStation 3 / PS4,General,Play! '98 Fuyu Taikenban is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,335.60 MB,https://archive.org/download/sony_playstation_part4/Play! '98 Fuyu Taikenban (Japan) (Green Disc).zip,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Play%21%20%2798%20Fuyu%20Taikenban.png
PS4-EEF8E303,Play! '98 Fuyu Taikenban (Japan) (Red Disc).zip,Sony PlayStation 3 / PS4,General,Play! '98 Fuyu Taikenban is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,342.95 MB,https://archive.org/download/sony_playstation_part4/Play! '98 Fuyu Taikenban (Japan) (Red Disc).zip,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Play%21%20%2798%20Fuyu%20Taikenban.png
PS4-ED0B2EF1,Play-Pre PlayStation Soukan Junbi-gou (Japan).zip,Sony PlayStation 3 / PS4,General,Play-Pre PlayStation Soukan Junbi-gou is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,113.23 MB,https://archive.org/download/sony_playstation_part4/Play-Pre PlayStation Soukan Junbi-gou (Japan).zip,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Play-Pre%20PlayStation%20Soukan%20Junbi-gou.png
PS4-677C1E94,Play-Pre Plus 001 - 1999 October (Japan) (Disc 1).zip,Sony PlayStation 3 / PS4,General,Play-Pre Plus 001 - 1999 October is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,391.31 MB,https://archive.org/download/sony_playstation_part4/Play-Pre Plus 001 - 1999 October (Japan) (Disc 1).zip,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Play-Pre%20Plus%20001%20-%201999%20October.png
PS4-5E39721F,Play-Pre Plus 001 - 1999 October (Japan) (Disc 2) (What's Next).zip,Sony PlayStation 3 / PS4,General,Play-Pre Plus 001 - 1999 October is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,365.44 MB,https://archive.org/download/sony_playstation_part4/Play-Pre Plus 001 - 1999 October (Japan) (Disc 2) (What's Next).zip,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Play-Pre%20Plus%20001%20-%201999%20October.png
PS4-5DBE7ABA,Play-Pre Plus 002 - 1999 December (Japan) (Disc 1).zip,Sony PlayStation 3 / PS4,General,Play-Pre Plus 002 - 1999 December is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,386.06 MB,https://archive.org/download/sony_playstation_part4/Play-Pre Plus 002 - 1999 December (Japan) (Disc 1).zip,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Play-Pre%20Plus%20002%20-%201999%20December.png
PS4-A5B29EBE,Play-Pre Plus 002 - 1999 December (Japan) (Disc 2) (What's Next).zip,Sony PlayStation 3 / PS4,General,Play-Pre Plus 002 - 1999 December is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,264.39 MB,https://archive.org/download/sony_playstation_part4/Play-Pre Plus 002 - 1999 December (Japan) (Disc 2) (What's Next).zip,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Play-Pre%20Plus%20002%20-%201999%20December.png
PS4-138C8A47,Play-Pre Plus 003 - 2000 February (Japan).zip,Sony PlayStation 3 / PS4,General,Play-Pre Plus 003 - 2000 February is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,346.75 MB,https://archive.org/download/sony_playstation_part4/Play-Pre Plus 003 - 2000 February (Japan).zip,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Play-Pre%20Plus%20003%20-%202000%20February.png
PS4-5C51C473,Play-Pre Plus 004 - 2000 June (Japan) (Disc 1).zip,Sony PlayStation 3 / PS4,General,Play-Pre Plus 004 - 2000 June is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,269.32 MB,https://archive.org/download/sony_playstation_part4/Play-Pre Plus 004 - 2000 June (Japan) (Disc 1).zip,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Play-Pre%20Plus%20004%20-%202000%20June.png
PS4-57CC2C05,Play-Pre Plus 005 - 2000 August (Japan).zip,Sony PlayStation 3 / PS4,General,Play-Pre Plus 005 - 2000 August is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,313.73 MB,https://archive.org/download/sony_playstation_part4/Play-Pre Plus 005 - 2000 August (Japan).zip,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Play-Pre%20Plus%20005%20-%202000%20August.png
PS4-E7F4A8A9,Play-Pre Plus 006 - 2000 October (Japan).zip,Sony PlayStation 3 / PS4,General,Play-Pre Plus 006 - 2000 October is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,291.22 MB,https://archive.org/download/sony_playstation_part4/Play-Pre Plus 006 - 2000 October (Japan).zip,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Play-Pre%20Plus%20006%20-%202000%20October.png
PS4-9EDE4501,Play-Pre Plus 007 - 2000 December (Japan).zip,Sony PlayStation 3 / PS4,General,Play-Pre Plus 007 - 2000 December is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,395.63 MB,https://archive.org/download/sony_playstation_part4/Play-Pre Plus 007 - 2000 December (Japan).zip,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Play-Pre%20Plus%20007%20-%202000%20December.png
PS4-C122F35C,Play-Pre Vol. 1 (Japan).zip,Sony PlayStation 3 / PS4,General,Play-Pre Vol. 1 is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,296.14 MB,https://archive.org/download/sony_playstation_part4/Play-Pre Vol. 1 (Japan).zip,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Play-Pre%20Vol.%201.png
PS4-3D8240CC,Play-Pre Vol. 10 (Japan) (Disc 1).zip,Sony PlayStation 3 / PS4,General,Play-Pre Vol. 10 is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,233.57 MB,https://archive.org/download/sony_playstation_part4/Play-Pre Vol. 10 (Japan) (Disc 1).zip,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Play-Pre%20Vol.%2010.png
PS4-0A60A3B2,Play-Pre Vol. 10 (Japan) (Disc 2) (CM Collection III).zip,Sony PlayStation 3 / PS4,General,Play-Pre Vol. 10 is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,275.00 MB,https://archive.org/download/sony_playstation_part4/Play-Pre Vol. 10 (Japan) (Disc 2) (CM Collection III).zip,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Play-Pre%20Vol.%2010.png
PS4-07D37FB4,Play-Pre Vol. 11 (Japan).zip,Sony PlayStation 3 / PS4,General,Play-Pre Vol. 11 is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,252.09 MB,https://archive.org/download/sony_playstation_part4/Play-Pre Vol. 11 (Japan).zip,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Play-Pre%20Vol.%2011.png
PS4-11C4D6D8,Play-Pre Vol. 12 (Japan).zip,Sony PlayStation 3 / PS4,General,Play-Pre Vol. 12 is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,390.64 MB,https://archive.org/download/sony_playstation_part4/Play-Pre Vol. 12 (Japan).zip,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Play-Pre%20Vol.%2012.png
PS4-1E00A944,Play-Pre Vol. 13 (Japan) (Disc 1).zip,Sony PlayStation 3 / PS4,General,Play-Pre Vol. 13 is a classic title for the Sony PlayStation 3 / PS4. Experience the original gameplay and features that made this game a notable entry in its library.,For PS3: Use RPCS3. Requires a high-end CPU (8+ cores recommended) and a Vulkan-compatible GPU. For PS4: Currently requires a jailbroken console or experimental emulators like ShadPS4 for specific titles.,321.42 MB,https://archive.org/download/sony_playstation_part4/Play-Pre Vol. 13 (Japan) (Disc 1).zip,https://thumbnails.libretro.com/Sony%20-%20PlayStation%203/Named_Boxarts/Play-Pre%20Vol.%2013.png
