GameID,FileName,Platform,Genre,Description,Compatibility,Size,DownloadLink,CoverArtLink
PSP-F40D34B2,psp-chd-zstd/Need for Speed - Undercover (USA).chd,Sony PlayStation Portable / PS2,General,psp-chd-zstd/Need for Speed - Undercover is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",405.27 MB,https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/Need for Speed - Undercover (USA).chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/Need%20for%20Speed%20-%20Undercover.png
PSP-667BE432,"psp-chd-zstd/Need for Speed - Underground Rivals (Europe, Australia) (En,Fr,De,Es,It).chd",Sony PlayStation Portable / PS2,General,psp-chd-zstd/Need for Speed - Underground Rivals is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",198.32 MB,"https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/Need for Speed - Underground Rivals (Europe, Australia) (En,Fr,De,Es,It).chd",https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/Need%20for%20Speed%20-%20Underground%20Rivals.png
PSP-149EFBD1,psp-chd-zstd/Need for Speed - Underground Rivals (Japan).chd,Sony PlayStation Portable / PS2,General,psp-chd-zstd/Need for Speed - Underground Rivals is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",196.34 MB,https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/Need for Speed - Underground Rivals (Japan).chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/Need%20for%20Speed%20-%20Underground%20Rivals.png
PSP-FEB2B1CF,psp-chd-zstd/Need for Speed - Underground Rivals (Korea).chd,Sony PlayStation Portable / PS2,General,psp-chd-zstd/Need for Speed - Underground Rivals is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",196.27 MB,https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/Need for Speed - Underground Rivals (Korea).chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/Need%20for%20Speed%20-%20Underground%20Rivals.png
PSP-ACD5F0C6,psp-chd-zstd/Need for Speed - Underground Rivals (USA).chd,Sony PlayStation Portable / PS2,General,psp-chd-zstd/Need for Speed - Underground Rivals is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",196.13 MB,https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/Need for Speed - Underground Rivals (USA).chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/Need%20for%20Speed%20-%20Underground%20Rivals.png
PSP-2C8243B2,psp-chd-zstd/Nendoroid Generation (Japan).chd,Sony PlayStation Portable / PS2,General,psp-chd-zstd/Nendoroid Generation is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",548.25 MB,https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/Nendoroid Generation (Japan).chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/Nendoroid%20Generation.png
PSP-6621444E,psp-chd-zstd/Neo Angelique Special (Japan).chd,Sony PlayStation Portable / PS2,General,psp-chd-zstd/Neo Angelique Special is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",1.17 GB,https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/Neo Angelique Special (Japan).chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/Neo%20Angelique%20Special.png
PSP-2AACF5DF,psp-chd-zstd/Neopets - Petpet Adventures - The Wand of Wishing (USA).chd,Sony PlayStation Portable / PS2,General,psp-chd-zstd/Neopets - Petpet Adventures - The Wand of Wishing is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",502.64 MB,https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/Neopets - Petpet Adventures - The Wand of Wishing (USA).chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/Neopets%20-%20Petpet%20Adventures%20-%20The%20Wand%20of%20Wishing.png
PSP-80053EC1,psp-chd-zstd/Network Utility Disc - Chinese Ver. 1.00C (Asia).chd,Sony PlayStation Portable / PS2,General,psp-chd-zstd/Network Utility Disc - Chinese Ver. 1.00C is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",33.28 MB,https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/Network Utility Disc - Chinese Ver. 1.00C (Asia).chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/Network%20Utility%20Disc%20-%20Chinese%20Ver.%201.00C.png
PSP-E03D6C66,psp-chd-zstd/Network Utility Disc Ver. 1.00 (Korea).chd,Sony PlayStation Portable / PS2,General,psp-chd-zstd/Network Utility Disc Ver. 1.00 is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",10.06 MB,https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/Network Utility Disc Ver. 1.00 (Korea).chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/Network%20Utility%20Disc%20Ver.%201.00.png
PSP-3C5E9751,psp-chd-zstd/Never 7 - The End of Infinity (Japan).chd,Sony PlayStation Portable / PS2,General,psp-chd-zstd/Never 7 - The End of Infinity is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",1.10 GB,https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/Never 7 - The End of Infinity (Japan).chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/Never%207%20-%20The%20End%20of%20Infinity.png
PSP-F05D9198,psp-chd-zstd/Neverland Card Battles (USA).chd,Sony PlayStation Portable / PS2,General,psp-chd-zstd/Neverland Card Battles is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",262.69 MB,https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/Neverland Card Battles (USA).chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/Neverland%20Card%20Battles.png
PSP-701A9AED,psp-chd-zstd/Nichijou - Uchuujin (Japan).chd,Sony PlayStation Portable / PS2,General,psp-chd-zstd/Nichijou - Uchuujin is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",779.54 MB,https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/Nichijou - Uchuujin (Japan).chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/Nichijou%20-%20Uchuujin.png
PSP-0F3CD306,psp-chd-zstd/Nickelodeon Avatar - The Last Airbender (USA).chd,Sony PlayStation Portable / PS2,General,psp-chd-zstd/Nickelodeon Avatar - The Last Airbender is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",124.99 MB,https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/Nickelodeon Avatar - The Last Airbender (USA).chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/Nickelodeon%20Avatar%20-%20The%20Last%20Airbender.png
PSP-39B41B8E,"psp-chd-zstd/Nickelodeon Avatar - The Legend of Aang (Europe) (En,Fr,De,Nl).chd",Sony PlayStation Portable / PS2,General,psp-chd-zstd/Nickelodeon Avatar - The Legend of Aang is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",125.87 MB,"https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/Nickelodeon Avatar - The Legend of Aang (Europe) (En,Fr,De,Nl).chd",https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/Nickelodeon%20Avatar%20-%20The%20Legend%20of%20Aang.png
PSP-B150F977,psp-chd-zstd/Nickelodeon Bob Esponja - Atrapados en el Congelador (Spain).chd,Sony PlayStation Portable / PS2,General,psp-chd-zstd/Nickelodeon Bob Esponja - Atrapados en el Congelador is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",1.16 GB,https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/Nickelodeon Bob Esponja - Atrapados en el Congelador (Spain).chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/Nickelodeon%20Bob%20Esponja%20-%20Atrapados%20en%20el%20Congelador.png
PSP-E6B71C33,"psp-chd-zstd/Nickelodeon SpongeBob SquarePants - SpongeBob's Truth or Square (Europe) (En,De,It,Nl).chd",Sony PlayStation Portable / PS2,General,psp-chd-zstd/Nickelodeon SpongeBob SquarePants - SpongeBob's Truth or Square is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",1.16 GB,"https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/Nickelodeon SpongeBob SquarePants - SpongeBob's Truth or Square (Europe) (En,De,It,Nl).chd",https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/Nickelodeon%20SpongeBob%20SquarePants%20-%20SpongeBob%27s%20Truth%20or%20Square.png
PSP-9027A466,"psp-chd-zstd/Nickelodeon SpongeBob SquarePants - The Yellow Avenger (Europe) (En,Fr,De,Es,It,Nl).chd",Sony PlayStation Portable / PS2,General,psp-chd-zstd/Nickelodeon SpongeBob SquarePants - The Yellow Avenger is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",119.42 MB,"https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/Nickelodeon SpongeBob SquarePants - The Yellow Avenger (Europe) (En,Fr,De,Es,It,Nl).chd",https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/Nickelodeon%20SpongeBob%20SquarePants%20-%20The%20Yellow%20Avenger.png
PSP-F5FA8C77,psp-chd-zstd/Nickelodeon SpongeBob SquarePants - The Yellow Avenger (USA).chd,Sony PlayStation Portable / PS2,General,psp-chd-zstd/Nickelodeon SpongeBob SquarePants - The Yellow Avenger is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",119.43 MB,https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/Nickelodeon SpongeBob SquarePants - The Yellow Avenger (USA).chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/Nickelodeon%20SpongeBob%20SquarePants%20-%20The%20Yellow%20Avenger.png
PSP-F635AE20,psp-chd-zstd/Nickelodeon SpongeBob's Truth or Square (USA).chd,Sony PlayStation Portable / PS2,General,psp-chd-zstd/Nickelodeon SpongeBob's Truth or Square is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",1.16 GB,https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/Nickelodeon SpongeBob's Truth or Square (USA).chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/Nickelodeon%20SpongeBob%27s%20Truth%20or%20Square.png
PSP-1FF557C5,psp-chd-zstd/Nikoli no Sudoku Lite Daisan-shuu (Japan).chd,Sony PlayStation Portable / PS2,General,psp-chd-zstd/Nikoli no Sudoku Lite Daisan-shuu is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",53.43 MB,https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/Nikoli no Sudoku Lite Daisan-shuu (Japan).chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/Nikoli%20no%20Sudoku%20Lite%20Daisan-shuu.png
PSP-E86576C6,psp-chd-zstd/Nippon no Asoko de (Japan).chd,Sony PlayStation Portable / PS2,General,psp-chd-zstd/Nippon no Asoko de is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",575.36 MB,https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/Nippon no Asoko de (Japan).chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/Nippon%20no%20Asoko%20de.png
PSP-EC04F695,psp-chd-zstd/Nise no Chigiri (Japan).chd,Sony PlayStation Portable / PS2,General,psp-chd-zstd/Nise no Chigiri is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",1.16 GB,https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/Nise no Chigiri (Japan).chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/Nise%20no%20Chigiri.png
PSP-83632582,psp-chd-zstd/Nobunaga no Yabou - Shouseiroku (Japan).chd,Sony PlayStation Portable / PS2,General,psp-chd-zstd/Nobunaga no Yabou - Shouseiroku is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",264.92 MB,https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/Nobunaga no Yabou - Shouseiroku (Japan).chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/Nobunaga%20no%20Yabou%20-%20Shouseiroku.png
PSP-C93C9550,psp-chd-zstd/Nobunaga no Yabou - Soutenroku with Power-Up Kit (Japan).chd,Sony PlayStation Portable / PS2,General,psp-chd-zstd/Nobunaga no Yabou - Soutenroku with Power-Up Kit is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",309.37 MB,https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/Nobunaga no Yabou - Soutenroku with Power-Up Kit (Japan).chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/Nobunaga%20no%20Yabou%20-%20Soutenroku%20with%20Power-Up%20Kit.png
PSP-135A23E3,"psp-chd-zstd/Nogizaka Haruka no Himitsu - Cosplay, Hajimemashita - Himitsu no Radio (Japan).chd",Sony PlayStation Portable / PS2,General,"psp-chd-zstd/Nogizaka Haruka no Himitsu - Cosplay, Hajimemashita - Himitsu no Radio is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.","For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",101.56 MB,"https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/Nogizaka Haruka no Himitsu - Cosplay, Hajimemashita - Himitsu no Radio (Japan).chd",https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/Nogizaka%20Haruka%20no%20Himitsu%20-%20Cosplay%2C%20Hajimemashita%20-%20Himitsu%20no%20Radio.png
PSP-3571F1C4,psp-chd-zstd/Nouryoku Trainer Portable (Japan).chd,Sony PlayStation Portable / PS2,General,psp-chd-zstd/Nouryoku Trainer Portable is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",28.81 MB,https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/Nouryoku Trainer Portable (Japan).chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/Nouryoku%20Trainer%20Portable.png
PSP-02C56DBD,psp-chd-zstd/Nouryoku Trainer Portable 2 (Japan).chd,Sony PlayStation Portable / PS2,General,psp-chd-zstd/Nouryoku Trainer Portable 2 is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",32.71 MB,https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/Nouryoku Trainer Portable 2 (Japan).chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/Nouryoku%20Trainer%20Portable%202.png
PSP-2F041405,psp-chd-zstd/Numpla & Oekaki Puzzle (Japan).chd,Sony PlayStation Portable / PS2,Puzzle,"psp-chd-zstd/Numpla & Oekaki Puzzle is an engaging Puzzle game released for the Sony PlayStation Portable / PS2. This title offers a unique experience within the puzzle genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",64.91 MB,https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/Numpla & Oekaki Puzzle (Japan).chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/Numpla%20%26%20Oekaki%20Puzzle.png
PSP-623C7773,psp-chd-zstd/O.G.A Onigokko Royal - Hunter wa Field de Koi o Suru (Japan).chd,Sony PlayStation Portable / PS2,General,psp-chd-zstd/O.G.A Onigokko Royal - Hunter wa Field de Koi o Suru is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",906.62 MB,https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/O.G.A Onigokko Royal - Hunter wa Field de Koi o Suru (Japan).chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/O.G.A%20Onigokko%20Royal%20-%20Hunter%20wa%20Field%20de%20Koi%20o%20Suru.png
PSP-FE04AA94,"psp-chd-zstd/Oblachno, vozmozhny osadki v vide frikadelek (Russia).chd",Sony PlayStation Portable / PS2,General,"psp-chd-zstd/Oblachno, vozmozhny osadki v vide frikadelek is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.","For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",415.86 MB,"https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/Oblachno, vozmozhny osadki v vide frikadelek (Russia).chd",https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/Oblachno%2C%20vozmozhny%20osadki%20v%20vide%20frikadelek.png
PSP-DFB64406,"psp-chd-zstd/ObsCure - The Aftermath (Europe) (En,Fr,De,Es,It).chd",Sony PlayStation Portable / PS2,General,psp-chd-zstd/ObsCure - The Aftermath is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",831.43 MB,"https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/ObsCure - The Aftermath (Europe) (En,Fr,De,Es,It).chd",https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/ObsCure%20-%20The%20Aftermath.png
PSP-9816F275,"psp-chd-zstd/ObsCure - The Aftermath (USA) (En,Fr,Es).chd",Sony PlayStation Portable / PS2,General,psp-chd-zstd/ObsCure - The Aftermath is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",831.43 MB,"https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/ObsCure - The Aftermath (USA) (En,Fr,Es).chd",https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/ObsCure%20-%20The%20Aftermath.png
PSP-4B0BDDD0,"psp-chd-zstd/Off Road (Europe, Australia) (En,Fr,De,Es,It).chd",Sony PlayStation Portable / PS2,General,psp-chd-zstd/Off Road is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",405.15 MB,"https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/Off Road (Europe, Australia) (En,Fr,De,Es,It).chd",https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/Off%20Road.png
PSP-79605754,"psp-chd-zstd/Oh's Talk English (Korea) (En,Ko) (Disc 1).chd",Sony PlayStation Portable / PS2,General,psp-chd-zstd/Oh's Talk English is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",954.58 MB,"https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/Oh's Talk English (Korea) (En,Ko) (Disc 1).chd",https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/Oh%27s%20Talk%20English.png
PSP-6050EF5F,"psp-chd-zstd/Oh's Talk English (Korea) (En,Ko) (Disc 2).chd",Sony PlayStation Portable / PS2,General,psp-chd-zstd/Oh's Talk English is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",965.43 MB,"https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/Oh's Talk English (Korea) (En,Ko) (Disc 2).chd",https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/Oh%27s%20Talk%20English.png
PSP-14F5DC6D,psp-chd-zstd/Omerta - Chinmoku no Okite - The Legacy (Japan).chd,Sony PlayStation Portable / PS2,General,psp-chd-zstd/Omerta - Chinmoku no Okite - The Legacy is a classic title for the Sony PlayStation Portable / PS2. Experience the original gameplay and features that made this game a notable entry in its library.,"For PSP: Use PPSSPP emulator. Compatible with most PCs, Android, and iOS devices. For PS2: Use PCSX2 (PC) or AetherSX2 (Android). Requires a mid-range processor and dedicated GPU for best performance.",763.13 MB,https://archive.org/download/psp-chd-zstd-redump-part2/psp-chd-zstd/Omerta - Chinmoku no Okite - The Legacy (Japan).chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation%20Portable/Named_Boxarts/Omerta%20-%20Chinmoku%20no%20Okite%20-%20The%20Legacy.png
